,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
220,1.0,True,2023-08-13T15:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,70,0.0,1266420.0,0.0,0.0,Nicolas Jackson,70.0,FWD,Chelsea,1,1.0,Liverpool,12,5,3.508771929824561,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,6884.0,0.0,0.0,Nicolas Pépé,50.0,MID,Arsenal,1,3.0,Nott'm Forest,2,16,2.7777777777777777,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,53.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,18493.0,0.0,0.0,Nikola Vlašić,45.0,MID,West Ham,1,1.0,Bournemouth,14,15,3.896103896103896,7,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.0,True,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,8173.0,0.0,0.0,Noni Madueke,55.0,MID,Chelsea,1,1.0,Liverpool,12,5,2.756892230576441,2,1.0,0.0,26.0,639.0,13.0,131.9,130.8,182.0,2.0,105.0,44.6,0.0,0.0,0.0,0.1,54.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2.0,True,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,14.0,0.0,0.0,1.4,45,0.0,62624.0,0.0,0.0,Norberto Murara Neto,45.0,GKP,Bournemouth,1,1.0,West Ham,15,14,3.1578947368421053,0,0.0,0.0,93.0,2385.0,39.0,0.0,727.6,0.0,9.0,510.0,72.8,6.0,0.0,4.0,0.6,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,22301.0,0.0,0.0,Nuno Varela Tavares,40.0,DEF,Arsenal,1,3.0,Nott'm Forest,2,16,2.2222222222222223,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2.0,False,2023-08-14T19:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.4,17.3,2.0,4.7,45,0.0,24058.0,0.0,0.0,Nélson Cabral Semedo,45.0,DEF,Wolves,1,0.0,Man Utd,13,3,3.1802120141342756,0,0.0,1.0,75.0,2633.0,43.0,226.5,443.4,79.0,5.0,424.0,74.4,8.0,1.0,11.0,0.6,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,7.0,False,2023-08-12T14:00:00Z,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,44.4,22.2,93.0,16.0,55,0.0,167519.0,0.0,0.0,Odsonne Edouard,55.0,FWD,Crystal Palace,1,3.0,Sheffield Utd,11,20,4.661016949152542,0,5.0,2.0,82.0,1788.0,25.0,227.7,351.6,544.0,5.0,225.0,111.5,5.0,0.0,3.0,2.0,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,561504.0,0.0,0.0,Oleksandr Zinchenko,50.0,DEF,Arsenal,1,3.0,Nott'm Forest,2,16,2.7777777777777777,1,1.0,2.0,99.0,2122.0,28.0,387.7,405.0,190.0,8.0,500.0,98.3,10.0,0.0,3.0,9.0,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,4993.0,0.0,0.0,Oliver McBurnie,55.0,FWD,Sheffield Utd,1,0.0,Crystal Palace,20,11,4.954954954954955,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,2.0,True,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,50,0.0,2002.0,0.0,0.0,Oliver Norwood,50.0,MID,Sheffield Utd,1,0.0,Crystal Palace,20,11,4.504504504504505,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1.0,False,2023-08-13T13:00:00Z,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.2,5.1,4.0,1.1,50,0.0,19189.0,0.0,0.0,Oliver Skipp,50.0,MID,Spurs,1,1.0,Brentford,8,9,2.9673590504451037,7,1.0,0.0,43.0,1489.0,28.0,146.1,198.2,52.0,1.0,199.0,39.8,4.0,0.0,7.0,0.1,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5.0,False,2023-08-12T16:30:00Z,90.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.2,23.4,29.0,8.5,80,0.0,2116959.0,0.0,0.0,Ollie Watkins,80.0,FWD,Aston Villa,1,0.0,Newcastle,7,4,5.128205128205129,0,15.0,8.0,175.0,3129.0,40.0,408.5,792.0,1268.0,25.0,550.0,247.0,13.0,0.0,4.0,12.8,73.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,0.0,False,2023-08-12T12:00:00Z,71.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,45,0.0,9138.0,0.0,0.0,Olu Aina,45.0,DEF,Nott'm Forest,1,0.0,Arsenal,16,2,2.4,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,4861.0,0.0,0.0,Omar Richards,45.0,DEF,Nott'm Forest,1,0.0,Arsenal,16,2,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1.0,False,2023-08-12T12:00:00Z,89.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,6.0,10.8,0.0,1.7,50,0.0,1930.0,0.0,0.0,Orel Mangala,50.0,MID,Nott'm Forest,1,0.0,Arsenal,16,2,2.6666666666666665,3,1.0,1.0,50.0,1543.0,24.0,61.6,191.4,75.0,0.0,190.0,32.8,5.0,0.0,3.0,0.0,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,0.0,False,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,2736.0,0.0,0.0,Oscar Bobb,45.0,MID,Man City,1,3.0,Burnley,1,20,2.710843373493976,9,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2.0,False,2023-08-12T14:00:00Z,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.8,12.8,17.0,3.9,50,0.0,9024.0,0.0,0.0,Pablo Fornals Malla,50.0,MID,West Ham,1,1.0,Bournemouth,14,15,4.329004329004329,4,3.0,1.0,71.0,1493.0,28.0,281.0,226.6,182.0,6.0,282.0,68.7,1.0,0.0,0.0,0.3,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,3.0,False,2023-08-14T19:00:00Z,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.8,34.9,9.0,5.5,50,0.0,7757.0,0.0,0.0,Pablo Sarabia,50.0,MID,Wolves,1,0.0,Man Utd,13,3,3.5335689045936394,4,1.0,0.0,27.0,764.0,9.0,184.7,92.0,157.0,3.0,57.0,43.0,3.0,0.0,3.0,0.1,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1.0,False,2023-08-13T13:00:00Z,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.8,1.9,17.0,3.0,45,0.0,77418.0,0.0,0.0,Pape Matar Sarr,45.0,MID,Spurs,1,1.0,Brentford,8,9,2.6706231454005933,11,0.0,1.0,14.0,211.0,11.0,16.0,30.4,4.0,0.0,60.0,5.0,0.0,0.0,1.0,0.5,42.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2.0,True,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,73.4,34.0,13.6,65,0.0,374471.0,0.0,0.0,Pascal Groß,65.0,MID,Brighton,1,3.0,Luton,6,20,4.012345679012346,0,9.0,8.0,159.0,3240.0,51.0,1215.4,888.4,578.0,14.0,748.0,268.6,11.0,0.0,7.0,11.0,54.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0,False,2023-08-12T16:30:00Z,59.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,45,0.0,222078.0,0.0,0.0,Pau Torres,45.0,DEF,Aston Villa,1,0.0,Newcastle,7,4,2.8846153846153846,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,0.0,True,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,13303.0,0.0,0.0,Paul Dummett,40.0,DEF,Newcastle,1,3.0,Aston Villa,4,7,2.2792022792022792,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,39.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1.0,False,2023-08-14T19:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,20.2,65.4,46.0,13.2,55,0.0,13344.0,0.0,0.0,Pedro Lomba Neto,55.0,MID,Wolves,1,0.0,Man Utd,13,3,3.8869257950530036,0,0.0,2.0,37.0,962.0,15.0,309.5,96.8,203.0,0.0,124.0,60.9,5.0,0.0,1.0,1.6,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,0.0,False,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,183929.0,0.0,0.0,Pedro Porro,50.0,DEF,Spurs,1,1.0,Brentford,8,9,2.9673590504451037,0,3.0,3.0,59.0,1132.0,26.0,377.9,268.6,150.0,5.0,253.0,79.6,2.0,0.0,0.0,1.1,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2.0,False,2023-08-12T14:00:00Z,87.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,50,0.0,4946.0,0.0,0.0,Pelly Ruddock Mpanzu,50.0,MID,Luton,1,0.0,Brighton,20,6,3.225806451612903,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,7.0,True,2023-08-12T14:00:00Z,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,34.0,46.0,79.3,35.0,16.0,50,0.0,4354859.0,0.0,0.0,Pervis Estupiñán,51.0,DEF,Brighton,1,3.0,Luton,6,20,3.0864197530864197,0,1.0,7.0,128.0,2674.0,43.0,752.9,570.2,295.0,15.0,593.0,161.3,10.0,0.0,4.0,20.5,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,3.0,False,2023-08-11T19:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,32.8,32.0,7.4,75,0.0,706434.0,0.0,0.0,Phil Foden,75.0,MID,Man City,1,3.0,Burnley,1,20,4.518072289156627,1,11.0,7.0,142.0,1832.0,16.0,670.8,671.2,712.0,15.0,517.0,205.4,5.0,0.0,1.0,9.7,80.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2.0,True,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.2,17.1,14.0,4.7,55,0.0,68285.0,0.0,0.0,Philip Billing,55.0,MID,Bournemouth,1,1.0,West Ham,15,14,3.8596491228070176,0,7.0,2.0,126.0,2766.0,54.0,388.8,622.0,441.0,14.0,475.0,145.2,9.0,0.0,5.0,0.9,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,False,2023-08-12T16:30:00Z,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.8,4.0,0.5,60,0.0,45198.0,0.0,0.0,Philippe Coutinho Correia,60.0,MID,Aston Villa,1,0.0,Newcastle,7,4,3.8461538461538463,1,1.0,0.0,32.0,777.0,9.0,152.5,119.2,218.0,1.0,98.0,48.8,3.0,0.0,3.0,2.9,66.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0.0,True,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,3762.0,0.0,0.0,Pierre-Emerick Aubameyang,65.0,FWD,Chelsea,1,1.0,Liverpool,12,5,3.2581453634085213,3,1.0,0.0,25.0,546.0,8.0,59.4,55.0,177.0,3.0,61.0,28.5,1.0,0.0,1.0,0.7,84.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,0.0,False,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,51656.0,0.0,0.0,Pierre-Emile Højbjerg,55.0,MID,Spurs,1,1.0,Brentford,8,9,3.264094955489614,4,4.0,5.0,120.0,3131.0,57.0,501.7,758.0,237.0,10.0,629.0,150.0,10.0,0.0,5.0,1.8,53.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2.0,True,2023-08-13T15:30:00Z,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,26.0,10.0,4.9,70,0.0,142685.0,0.0,0.0,Raheem Sterling,70.0,MID,Chelsea,1,1.0,Liverpool,12,5,3.508771929824561,0,6.0,4.0,101.0,1886.0,27.0,479.8,388.2,603.0,9.0,274.0,146.8,5.0,0.0,4.0,3.4,97.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,14.0,True,2023-08-14T19:00:00Z,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,46.6,1.0,37.0,8.5,50,0.0,153254.0,0.0,0.0,Raphaël Varane,50.0,DEF,Man Utd,1,3.0,Wolves,3,13,2.9154518950437316,1,0.0,0.0,77.0,1912.0,22.0,74.0,387.0,124.0,2.0,392.0,58.8,10.0,0.0,1.0,3.1,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.0,False,2023-08-14T19:00:00Z,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,20.6,11.0,0.0,3.2,45,0.0,25410.0,0.0,0.0,Rayan Aït-Nouri,45.0,DEF,Wolves,1,0.0,Man Utd,13,3,3.1802120141342756,0,1.0,0.0,41.0,1067.0,18.0,130.5,195.0,156.0,0.0,194.0,48.3,4.0,0.0,4.0,0.7,41.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1.0,False,2023-08-12T14:00:00Z,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.8,6.0,0.6,55,0.0,103091.0,0.0,0.0,Raúl Jiménez,55.0,FWD,Fulham,1,3.0,Everton,10,17,4.526748971193416,1,0.0,2.0,29.0,839.0,18.0,116.0,74.6,273.0,0.0,65.0,46.3,2.0,0.0,0.0,0.3,65.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,3683.0,0.0,0.0,Reece Burke,40.0,DEF,Luton,1,0.0,Brighton,20,6,2.5806451612903225,4,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2.0,True,2023-08-13T15:30:00Z,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.4,35.9,3.0,5.0,55,0.0,1339493.0,0.0,0.0,Reece James,55.0,DEF,Chelsea,1,1.0,Liverpool,12,5,2.756892230576441,0,1.0,2.0,44.0,1242.0,17.0,358.2,292.2,153.0,5.0,286.0,80.4,2.0,0.0,4.0,10.7,58.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,2148.0,0.0,0.0,Reiss Nelson,50.0,MID,Arsenal,1,3.0,Nott'm Forest,2,16,2.7777777777777777,10,3.0,3.0,42.0,202.0,3.0,99.2,169.8,155.0,5.0,127.0,42.4,1.0,0.0,0.0,0.0,47.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,11170.0,0.0,0.0,Remi Matthews,40.0,GKP,Crystal Palace,1,3.0,Sheffield Utd,11,20,3.389830508474576,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,2455.0,0.0,0.0,Remo Freuler,50.0,MID,Nott'm Forest,1,0.0,Arsenal,16,2,2.6666666666666665,3,0.0,0.0,54.0,2157.0,47.0,174.7,272.2,54.0,0.0,267.0,50.3,6.0,0.0,4.0,0.0,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,7288.0,0.0,0.0,Rhian Brewster,50.0,FWD,Sheffield Utd,1,0.0,Crystal Palace,20,11,4.504504504504505,3,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,6456.0,0.0,0.0,Rhys Norrington-Davies,40.0,DEF,Sheffield Utd,1,0.0,Crystal Palace,20,11,3.6036036036036037,6,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,2.0,False,2023-08-13T13:00:00Z,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.4,13.5,32.0,5.4,70,0.0,349105.0,0.0,0.0,Richarlison de Andrade,70.0,MID,Spurs,1,1.0,Brentford,8,9,4.154302670623146,2,1.0,5.0,54.0,995.0,18.0,221.0,201.6,401.0,2.0,165.0,82.0,3.0,0.0,3.0,0.8,84.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,857.0,0.0,0.0,Richie Laryea,45.0,DEF,Nott'm Forest,1,0.0,Arsenal,16,2,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4.0,True,2023-08-13T13:00:00Z,90.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.8,36.3,6.0,7.6,45,0.0,172752.0,0.0,0.0,Rico Henry,45.0,DEF,Brentford,1,1.0,Spurs,9,8,2.980132450331126,1,0.0,3.0,112.0,3240.0,46.0,401.9,444.4,197.0,4.0,505.0,104.5,11.0,0.0,4.0,2.6,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,6.0,False,2023-08-11T19:00:00Z,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.2,5.8,0.0,0.8,45,0.0,33781.0,0.0,0.0,Rico Lewis,45.0,DEF,Man City,1,3.0,Burnley,1,20,2.710843373493976,7,0.0,0.0,29.0,900.0,8.0,152.4,114.6,40.0,0.0,168.0,30.7,2.0,0.0,1.0,1.1,38.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,0.0,False,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0.0,9759.0,0.0,0.0,Riyad Mahrez,75.0,MID,Man City,1,3.0,Burnley,1,20,4.518072289156627,1,5.0,12.0,126.0,1913.0,23.0,773.4,533.6,520.0,11.0,470.0,182.5,6.0,0.0,2.0,8.9,75.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,14196.0,0.0,0.0,Rob Holding,45.0,DEF,Arsenal,1,3.0,Nott'm Forest,2,16,2.5,5,1.0,0.0,21.0,562.0,13.0,10.3,152.0,54.0,0.0,120.0,21.6,0.0,0.0,0.0,0.2,42.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2.0,True,2023-08-13T15:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.8,0.0,0.0,1.4,45,0.0,226244.0,0.0,0.0,Robert Sánchez,45.0,GKP,Chelsea,1,1.0,Brighton,12,6,2.255639097744361,1,0.0,0.0,82.0,2070.0,30.0,0.1,439.0,0.0,10.0,380.0,43.9,6.0,0.0,2.0,7.6,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0,False,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,74539.0,0.0,0.0,Robin Olsen,40.0,GKP,Aston Villa,1,0.0,Newcastle,7,4,2.5641025641025643,1,0.0,0.0,10.0,280.0,8.0,0.0,83.2,0.0,1.0,62.0,8.2,1.0,0.0,0.0,1.4,39.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,0.0,False,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,769.0,0.0,0.0,Rodrigo Bentancur,55.0,MID,Spurs,1,1.0,Brentford,8,9,3.264094955489614,4,5.0,2.0,71.0,1501.0,24.0,180.2,489.6,236.0,7.0,342.0,90.7,6.0,0.0,8.0,0.3,53.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,13.0,False,2023-08-11T19:00:00Z,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,70.2,18.8,64.0,15.3,55,0.0,188887.0,0.0,0.0,Rodrigo Hernandez,56.0,MID,Man City,1,3.0,Burnley,1,20,3.3132530120481927,5,2.0,6.0,108.0,2911.0,26.0,555.9,716.0,493.0,7.0,606.0,176.9,11.0,0.0,5.0,1.9,56.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
