,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
200,,True,2023-08-27T13:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Owen Dodgson,,DEF,Burnley,2,,Aston Villa,20,7,2.3255813953488373,3,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,True,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Pablo Fornals Malla,,MID,West Ham,2,,Chelsea,14,12,3.8314176245210727,5,3.0,1.0,71.0,1493.0,28.0,281.0,226.6,182.0,6.0,282.0,68.7,1.0,0.0,0.0,0.3,49.0,MID,2023-24,0.0,0.0,8.0,0.0,12.8,1.0,0.0,3.9,8.8,85.0,0.0,0.0,0.0,0.0,0.0,9024.0,17.0,2.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Pablo Sarabia,,MID,Wolves,2,,Brighton,13,6,3.5335689045936394,4,1.0,0.0,27.0,764.0,9.0,184.7,92.0,157.0,3.0,57.0,43.0,3.0,0.0,3.0,0.1,49.0,MID,2023-24,0.0,0.0,6.0,1.0,34.9,0.0,0.0,5.5,10.8,62.0,0.0,0.0,0.0,0.0,0.0,7757.0,9.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Pape Matar Sarr,,MID,Spurs,2,,Man Utd,8,3,2.459016393442623,11,0.0,1.0,14.0,211.0,11.0,16.0,30.4,4.0,0.0,60.0,5.0,0.0,0.0,1.0,0.5,42.0,MID,2023-24,0.0,0.0,4.0,0.0,1.9,0.0,0.0,3.0,10.8,15.0,0.0,0.0,0.0,0.0,0.0,77418.0,17.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,65,,,,,Pascal Groß,,MID,Brighton,2,,Wolves,6,13,3.903903903903904,0,9.0,8.0,159.0,3240.0,51.0,1215.4,888.4,578.0,14.0,748.0,268.6,11.0,0.0,7.0,11.0,54.0,MID,2023-24,0.0,0.0,18.0,0.0,73.4,1.0,0.0,13.6,29.0,90.0,0.0,0.0,0.0,0.0,0.0,374471.0,34.0,2.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Pau Torres,,DEF,Aston Villa,2,,Everton,7,17,2.803738317757009,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,222078.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Paul Dummett,,DEF,Newcastle,2,,Man City,4,1,2.1208907741251326,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,39.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13303.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Pedro Lomba Neto,,MID,Wolves,2,,Brighton,13,6,3.8869257950530036,0,0.0,2.0,37.0,962.0,15.0,309.5,96.8,203.0,0.0,124.0,60.9,5.0,0.0,1.0,1.6,49.0,MID,2023-24,0.0,0.0,19.0,0.0,65.4,1.0,0.0,13.2,20.2,90.0,0.0,0.0,0.0,0.0,0.0,13344.0,46.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Pedro Porro,,DEF,Spurs,2,,Man Utd,8,3,2.73224043715847,0,3.0,3.0,59.0,1132.0,26.0,377.9,268.6,150.0,5.0,253.0,79.6,2.0,0.0,0.0,1.1,48.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183929.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Pelly Ruddock Mpanzu,,MID,Luton,2,,Chelsea,20,12,2.9585798816568047,0,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,-2.0,0.0,0.0,3.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,4946.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Pervis Estupiñán,,DEF,Brighton,2,,Wolves,6,13,3.003003003003003,0,1.0,7.0,128.0,2674.0,43.0,752.9,570.2,295.0,15.0,593.0,161.3,10.0,0.0,4.0,20.5,50.0,DEF,2023-24,1.0,3.0,34.0,0.0,79.3,1.0,0.0,16.0,46.0,90.0,0.0,0.0,0.0,0.0,0.0,4354859.0,35.0,7.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,75,,,,,Phil Foden,,MID,Man City,2,,Newcastle,1,4,4.385964912280702,1,11.0,7.0,142.0,1832.0,16.0,670.8,671.2,712.0,15.0,517.0,205.4,5.0,0.0,1.0,9.7,80.0,MID,2023-24,0.0,0.0,6.0,1.0,32.8,0.0,0.0,7.4,9.0,90.0,0.0,0.0,0.0,0.0,0.0,706434.0,32.0,3.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Philip Billing,,MID,Bournemouth,2,,Liverpool,15,5,3.5256410256410255,0,7.0,2.0,126.0,2766.0,54.0,388.8,622.0,441.0,14.0,475.0,145.2,9.0,0.0,5.0,0.9,50.0,MID,2023-24,0.0,0.0,13.0,0.0,17.1,1.0,0.0,4.7,16.2,90.0,0.0,0.0,0.0,0.0,0.0,68285.0,14.0,2.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,60,,,,,Philippe Coutinho Correia,,MID,Aston Villa,2,,Everton,7,17,3.7383177570093458,1,1.0,0.0,32.0,777.0,9.0,152.5,119.2,218.0,1.0,98.0,48.8,3.0,0.0,3.0,2.9,66.0,MID,2023-24,0.0,0.0,3.0,0.0,1.8,1.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45198.0,4.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,65,,,,,Pierre-Emerick Aubameyang,,FWD,Chelsea,2,,West Ham,12,14,3.1234983181162903,3,1.0,0.0,25.0,546.0,8.0,59.4,55.0,177.0,3.0,61.0,28.5,1.0,0.0,1.0,0.7,84.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3762.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,55,,,,,Pierre-Emile Højbjerg,,MID,Spurs,2,,Man Utd,8,3,3.0054644808743167,4,4.0,5.0,120.0,3131.0,57.0,501.7,758.0,237.0,10.0,629.0,150.0,10.0,0.0,5.0,1.8,53.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51656.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,70,,,,,Raheem Sterling,,MID,Chelsea,2,,West Ham,12,14,3.363767419509851,0,6.0,4.0,101.0,1886.0,27.0,479.8,388.2,603.0,9.0,274.0,146.8,5.0,0.0,4.0,3.4,97.0,MID,2023-24,0.0,0.0,8.0,0.0,26.0,1.0,0.0,4.9,13.0,80.0,0.0,0.0,0.0,0.0,0.0,142685.0,10.0,2.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Raphaël Varane,,DEF,Man Utd,2,,Spurs,3,8,2.73224043715847,1,0.0,0.0,77.0,1912.0,22.0,74.0,387.0,124.0,2.0,392.0,58.8,10.0,0.0,1.0,3.1,48.0,DEF,2023-24,0.0,2.0,38.0,1.0,1.0,0.0,1.0,8.5,46.6,90.0,0.0,0.0,0.0,0.0,0.0,153254.0,37.0,14.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,70,,,,,Rasmus Højlund,,FWD,Man Utd,2,,Spurs,3,8,3.8251366120218577,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Rayan Aït-Nouri,,DEF,Wolves,2,,Brighton,13,6,3.1802120141342756,0,1.0,0.0,41.0,1067.0,18.0,130.5,195.0,156.0,0.0,194.0,48.3,4.0,0.0,4.0,0.7,41.0,DEF,2023-24,0.0,0.0,9.0,0.0,11.0,1.0,0.0,3.2,20.6,76.0,0.0,0.0,0.0,0.0,0.0,25410.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Raúl Jiménez,,FWD,Fulham,2,,Brentford,10,9,3.942652329749104,1,0.0,2.0,29.0,839.0,18.0,116.0,74.6,273.0,0.0,65.0,46.3,2.0,0.0,0.0,0.3,65.0,FWD,2023-24,0.0,0.0,-3.0,0.0,1.8,0.0,0.0,0.6,0.0,57.0,0.0,0.0,0.0,0.0,0.0,103091.0,6.0,1.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Reece Burke,,DEF,Luton,2,,Chelsea,20,12,2.366863905325444,4,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,55,,,,,Reece James,,DEF,Chelsea,2,,West Ham,12,14,2.642960115329169,1,1.0,2.0,44.0,1242.0,17.0,358.2,292.2,153.0,5.0,286.0,80.4,2.0,0.0,4.0,10.7,58.0,DEF,2023-24,0.0,0.0,15.0,0.0,35.9,1.0,0.0,5.0,11.4,75.0,0.0,0.0,0.0,0.0,0.0,1339493.0,3.0,2.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Reiss Nelson,,MID,Arsenal,2,,Crystal Palace,2,11,2.7917364600781687,10,3.0,3.0,42.0,202.0,3.0,99.2,169.8,155.0,5.0,127.0,42.4,1.0,0.0,0.0,0.0,47.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,,True,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Remi Matthews,,GKP,Crystal Palace,2,,Arsenal,11,2,3.0303030303030303,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11170.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,50,,,,,Remo Freuler,,MID,Nott'm Forest,2,,Sheffield Utd,16,20,2.557544757033248,3,0.0,0.0,54.0,2157.0,47.0,174.7,272.2,54.0,0.0,267.0,50.3,6.0,0.0,4.0,0.0,49.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,,False,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,50,,,,,Rhian Brewster,,FWD,Sheffield Utd,2,,Nott'm Forest,20,16,3.6101083032490973,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,,False,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,40,,,,,Rhys Norrington-Davies,,DEF,Sheffield Utd,2,,Nott'm Forest,20,16,2.888086642599278,6,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6456.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,70,,,,,Richarlison de Andrade,,MID,Spurs,2,,Man Utd,8,3,3.8251366120218577,2,1.0,5.0,54.0,995.0,18.0,221.0,201.6,401.0,2.0,165.0,82.0,3.0,0.0,3.0,0.8,84.0,FWD,2023-24,0.0,0.0,3.0,0.0,13.5,2.0,0.0,5.4,8.4,90.0,0.0,0.0,0.0,0.0,0.0,349105.0,32.0,2.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,45,,,,,Richie Laryea,,DEF,Nott'm Forest,2,,Sheffield Utd,16,20,2.3017902813299234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Rico Henry,,DEF,Brentford,2,,Fulham,9,10,2.803738317757009,1,0.0,3.0,112.0,3240.0,46.0,401.9,444.4,197.0,4.0,505.0,104.5,11.0,0.0,4.0,2.6,44.0,DEF,2023-24,1.0,0.0,20.0,0.0,36.3,2.0,0.0,7.6,33.8,90.0,0.0,0.0,0.0,0.0,0.0,172752.0,6.0,4.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Rico Lewis,,DEF,Man City,2,,Newcastle,1,4,2.6315789473684212,8,0.0,0.0,29.0,900.0,8.0,152.4,114.6,40.0,0.0,168.0,30.7,2.0,0.0,1.0,1.1,38.0,DEF,2023-24,0.0,0.0,25.0,1.0,5.8,0.0,0.0,0.8,2.2,78.0,0.0,0.0,0.0,0.0,0.0,33781.0,0.0,6.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,75,,,,,Riyad Mahrez,,MID,Man City,2,,Newcastle,1,4,4.385964912280702,1,5.0,12.0,126.0,1913.0,23.0,773.4,533.6,520.0,11.0,470.0,182.5,6.0,0.0,2.0,8.9,75.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9759.0,0.0,0.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Rob Holding,,DEF,Arsenal,2,,Crystal Palace,2,11,2.512562814070352,5,1.0,0.0,21.0,562.0,13.0,10.3,152.0,54.0,0.0,120.0,21.6,0.0,0.0,0.0,0.2,42.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14196.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Robert Sánchez,,GKP,Chelsea,2,,West Ham,12,14,2.162421912542047,1,0.0,0.0,82.0,2070.0,30.0,0.1,439.0,0.0,10.0,380.0,43.9,6.0,0.0,2.0,7.6,44.0,GK,2023-24,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.4,13.8,90.0,0.0,0.0,0.0,0.0,0.0,226244.0,0.0,2.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Robin Olsen,,GKP,Aston Villa,2,,Everton,7,17,2.4922118380062304,1,0.0,0.0,10.0,280.0,8.0,0.0,83.2,0.0,1.0,62.0,8.2,1.0,0.0,0.0,1.4,39.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74539.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,55,,,,,Rodrigo Bentancur,,MID,Spurs,2,,Man Utd,8,3,3.0054644808743167,4,5.0,2.0,71.0,1501.0,24.0,180.2,489.6,236.0,7.0,342.0,90.7,6.0,0.0,8.0,0.3,53.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,56,,,,,Rodrigo Hernandez,,MID,Man City,2,,Newcastle,1,4,3.2748538011695905,5,2.0,6.0,108.0,2911.0,26.0,555.9,716.0,493.0,7.0,606.0,176.9,11.0,0.0,5.0,1.9,56.0,MID,2023-24,1.0,2.0,42.0,1.0,18.8,0.0,1.0,15.3,70.2,90.0,0.0,0.0,0.0,0.0,0.0,188887.0,64.0,13.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Rodrigo Muniz Carvalho,,FWD,Fulham,2,,Brentford,10,9,3.225806451612903,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41896.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,70,,,,,Romelu Lukaku Bolingoli,,FWD,Chelsea,2,,West Ham,12,14,3.363767419509851,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55606.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Ross Barkley,,MID,Luton,2,,Chelsea,20,12,2.9585798816568047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,MID,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Ryan Christie,,MID,Bournemouth,2,,Liverpool,15,5,3.2051282051282053,2,1.0,2.0,64.0,1825.0,35.0,421.7,282.0,400.0,2.0,225.0,110.5,3.0,0.0,2.0,0.1,53.0,MID,2023-24,0.0,0.0,8.0,0.0,14.8,1.0,0.0,3.5,11.4,66.0,0.0,0.0,0.0,0.0,0.0,1557.0,9.0,2.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Ryan Fraser,,MID,Newcastle,2,,Man City,4,1,2.651113467656416,8,0.0,0.0,11.0,308.0,3.0,74.0,26.8,70.0,0.0,39.0,17.2,1.0,0.0,1.0,0.1,52.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4496.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ryan Fredericks,,DEF,Bournemouth,2,,Liverpool,15,5,2.8846153846153846,0,0.0,0.0,12.0,527.0,11.0,26.7,66.0,12.0,0.0,63.0,10.6,0.0,0.0,1.0,0.0,44.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ryan Giles,,DEF,Luton,2,,Chelsea,20,12,2.662721893491124,0,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,16.0,0.0,40.5,4.0,0.0,6.1,20.4,90.0,0.0,0.0,0.0,0.0,0.0,13932.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ryan Sessegnon,,DEF,Spurs,2,,Man Utd,8,3,2.459016393442623,2,2.0,1.0,35.0,805.0,15.0,103.0,148.6,290.0,0.0,121.0,54.3,1.0,0.0,4.0,0.5,44.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ryan Trevitt,,MID,Brentford,2,,Fulham,9,10,2.803738317757009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,50,,,,,Ryan Yates,,MID,Nott'm Forest,2,,Sheffield Utd,16,20,2.557544757033248,3,0.0,3.0,53.0,1833.0,36.0,97.3,206.8,233.0,0.0,177.0,53.1,5.0,0.0,5.0,0.0,50.0,MID,2023-24,0.0,0.0,2.0,0.0,2.3,2.0,0.0,1.0,7.6,90.0,0.0,0.0,0.0,0.0,0.0,3246.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
